route_pattern,example_url,page_type,source_file,rendering_mode,indexability_expected,found_status_behavior,canonical_expected,canonical_found,robots_meta_found,x_robots_tag_found,title_found,meta_description_found,h1_found,structured_data_types_found,sitemap_included,sitemap_lastmod,hreflang_found,og_tags_found,primary_content_server_visible,answer_block_found,internal_links_found,image_alt_quality,performance_risk,priority,notes
/blog/rancho-santa-margarita-mortgage-guide-2026,https://www.mothebroker.com/blog/rancho-santa-margarita-mortgage-guide-2026,blog,app/blog/rancho-santa-margarita-mortgage-guide-2026/page.tsx,server component or static,indexable,indexable,https://www.mothebroker.com/blog/rancho-santa-margarita-mortgage-guide-2026,not detected in file,,,yes,yes,yes,Article|Person|Organization|WebPage|Place|GeoCoordinates|FAQPage|Question|Answer|BreadcrumbList|ListItem|SpeakableSpecification,yes,2026-01-20T00:00:00.000Z,not detected,yes,"likely yes, server source",yes,yes,no local image alt detected,low,P3,indexable
/blog/rate-and-term-refinance-break-even-calculator-2026,https://www.mothebroker.com/blog/rate-and-term-refinance-break-even-calculator-2026,blog,app/blog/rate-and-term-refinance-break-even-calculator-2026/page.tsx,server component or static,indexable,indexable,https://www.mothebroker.com/blog/rate-and-term-refinance-break-even-calculator-2026,direct or helper,,,yes,yes,yes,Article|Person|Organization|WebPage|FAQPage|Question|Answer|BreadcrumbList|ListItem|SpeakableSpecification,yes,2026-03-06T00:00:00.000Z,yes,yes,"likely yes, server source",yes,yes,no local image alt detected,low,P3,indexable
/blog/refinance-after-bankruptcy-waiting-periods-2026,https://www.mothebroker.com/blog/refinance-after-bankruptcy-waiting-periods-2026,blog,app/blog/refinance-after-bankruptcy-waiting-periods-2026/page.tsx,server component or static,indexable,indexable,https://www.mothebroker.com/blog/refinance-after-bankruptcy-waiting-periods-2026,direct or helper,,,yes,yes,yes,Article|Person|Organization|FAQPage|Question|Answer|BreadcrumbList|ListItem|WebPage|SpeakableSpecification,yes,2026-03-26T00:00:00.000Z,yes,yes,"likely yes, server source",yes,yes,no local image alt detected,low,P3,indexable
/blog/refinance-after-forbearance-guide-2026,https://www.mothebroker.com/blog/refinance-after-forbearance-guide-2026,blog,app/blog/refinance-after-forbearance-guide-2026/page.tsx,server component or static,indexable,indexable,https://www.mothebroker.com/blog/refinance-after-forbearance-guide-2026,direct or helper,,,yes,yes,yes,Article|Person|Organization|WebPage|FAQPage|Question|Answer|BreadcrumbList|ListItem|SpeakableSpecification,yes,2026-03-05T00:00:00.000Z,yes,yes,"likely yes, server source",yes,yes,no local image alt detected,low,P3,indexable
/blog/refinance-after-late-payments-credit-2026,https://www.mothebroker.com/blog/refinance-after-late-payments-credit-2026,blog,app/blog/refinance-after-late-payments-credit-2026/page.tsx,server component or static,indexable,indexable,https://www.mothebroker.com/blog/refinance-after-late-payments-credit-2026,direct or helper,,,yes,yes,yes,Article|Person|Organization|FAQPage|Question|Answer|BreadcrumbList|ListItem|WebPage|SpeakableSpecification,no,,yes,yes,"likely yes, server source",yes,yes,no local image alt detected,low,P3,indexable
/blog/refinance-after-natural-disaster-california-2026,https://www.mothebroker.com/blog/refinance-after-natural-disaster-california-2026,blog,app/blog/refinance-after-natural-disaster-california-2026/page.tsx,server component or static,indexable,indexable,https://www.mothebroker.com/blog/refinance-after-natural-disaster-california-2026,direct or helper,,,yes,yes,yes,Article|Person|Organization|WebPage|FAQPage|Question|Answer|BreadcrumbList|ListItem|SpeakableSpecification,yes,2026-03-07T00:00:00.000Z,yes,yes,"likely yes, server source",yes,yes,no local image alt detected,low,P3,indexable
/blog/refinance-closing-costs-2026,https://www.mothebroker.com/blog/refinance-closing-costs-2026,blog,app/blog/refinance-closing-costs-2026/page.tsx,server component or static,indexable,indexable,https://www.mothebroker.com/blog/refinance-closing-costs-2026,direct or helper,,,yes,yes,yes,Article|Person|Organization|FAQPage|Question|Answer,yes,2026-01-28T00:00:00.000Z,yes,not detected,"likely yes, server source",yes,yes,no local image alt detected,low,P3,indexable
/blog/refinance-commission-bonus-income-qualification-2026,https://www.mothebroker.com/blog/refinance-commission-bonus-income-qualification-2026,blog,app/blog/refinance-commission-bonus-income-qualification-2026/page.tsx,server component or static,indexable,indexable,https://www.mothebroker.com/blog/refinance-commission-bonus-income-qualification-2026,direct or helper,,,yes,yes,yes,Article|Person|Organization|WebPage|FAQPage|Question|Answer|BreadcrumbList|ListItem|SpeakableSpecification,yes,2026-03-11T00:00:00.000Z,yes,yes,"likely yes, server source",yes,yes,no local image alt detected,low,P3,indexable
/blog/refinance-construction-to-permanent-loan-2026,https://www.mothebroker.com/blog/refinance-construction-to-permanent-loan-2026,blog,app/blog/refinance-construction-to-permanent-loan-2026/page.tsx,server component or static,indexable,indexable,https://www.mothebroker.com/blog/refinance-construction-to-permanent-loan-2026,direct or helper,,,yes,yes,yes,Article|Person|Organization|WebPage|FAQPage|Question|Answer|BreadcrumbList|ListItem|SpeakableSpecification,yes,2026-03-11T00:00:00.000Z,yes,yes,"likely yes, server source",yes,yes,no local image alt detected,low,P3,indexable
/blog/refinance-cosigner-removal-strategy-2026,https://www.mothebroker.com/blog/refinance-cosigner-removal-strategy-2026,blog,app/blog/refinance-cosigner-removal-strategy-2026/page.tsx,server component or static,indexable,indexable,https://www.mothebroker.com/blog/refinance-cosigner-removal-strategy-2026,direct or helper,,,yes,yes,yes,Article|Person|Organization|WebPage|FAQPage|Question|Answer|BreadcrumbList|ListItem|SpeakableSpecification,yes,2026-03-09T00:00:00.000Z,yes,yes,"likely yes, server source",yes,yes,no local image alt detected,low,P3,indexable
/blog/refinance-credit-requirements-2026,https://www.mothebroker.com/blog/refinance-credit-requirements-2026,blog,app/blog/refinance-credit-requirements-2026/page.tsx,server component or static,indexable,indexable,https://www.mothebroker.com/blog/refinance-credit-requirements-2026,direct or helper,,,yes,yes,yes,Article|Person|FAQPage|Question|Answer,yes,2026-01-23T00:00:00.000Z,yes,not detected,"likely yes, server source",yes,yes,no local image alt detected,low,P3,indexable
/blog/refinance-debt-consolidation-2026,https://www.mothebroker.com/blog/refinance-debt-consolidation-2026,blog,app/blog/refinance-debt-consolidation-2026/page.tsx,server component or static,indexable,indexable,https://www.mothebroker.com/blog/refinance-debt-consolidation-2026,direct or helper,,,yes,yes,yes,Article|Person|FAQPage|Question|Answer,yes,2026-01-23T00:00:00.000Z,yes,not detected,"likely yes, server source",yes,yes,no local image alt detected,low,P3,indexable
/blog/refinance-high-dti-strategies-qualification-2026,https://www.mothebroker.com/blog/refinance-high-dti-strategies-qualification-2026,blog,app/blog/refinance-high-dti-strategies-qualification-2026/page.tsx,server component or static,indexable,indexable,https://www.mothebroker.com/blog/refinance-high-dti-strategies-qualification-2026,direct or helper,,,yes,yes,yes,Article|Person|Organization|WebPage|FAQPage|Question|Answer|BreadcrumbList|ListItem|SpeakableSpecification,yes,2026-03-12T00:00:00.000Z,yes,yes,"likely yes, server source",yes,yes,no local image alt detected,low,P3,indexable
/blog/refinance-multiple-properties-portfolio-strategy-2026,https://www.mothebroker.com/blog/refinance-multiple-properties-portfolio-strategy-2026,blog,app/blog/refinance-multiple-properties-portfolio-strategy-2026/page.tsx,server component or static,indexable,indexable,https://www.mothebroker.com/blog/refinance-multiple-properties-portfolio-strategy-2026,direct or helper,,,yes,yes,yes,Article|Person|Organization|WebPage|FAQPage|Question|Answer|BreadcrumbList|ListItem|SpeakableSpecification,yes,2026-03-07T00:00:00.000Z,yes,yes,"likely yes, server source",yes,yes,no local image alt detected,low,P3,indexable
/blog/refinance-remove-deceased-spouse-mortgage-2026,https://www.mothebroker.com/blog/refinance-remove-deceased-spouse-mortgage-2026,blog,app/blog/refinance-remove-deceased-spouse-mortgage-2026/page.tsx,server component or static,indexable,indexable,https://www.mothebroker.com/blog/refinance-remove-deceased-spouse-mortgage-2026,direct or helper,,,yes,yes,yes,Article|Person|Organization|WebPage|FAQPage|Question|Answer|BreadcrumbList|ListItem|SpeakableSpecification,yes,2026-03-11T00:00:00.000Z,yes,yes,"likely yes, server source",yes,yes,no local image alt detected,low,P3,indexable
/blog/refinance-rental-income-qualifying-2026,https://www.mothebroker.com/blog/refinance-rental-income-qualifying-2026,blog,app/blog/refinance-rental-income-qualifying-2026/page.tsx,server component or static,indexable,indexable,https://www.mothebroker.com/blog/refinance-rental-income-qualifying-2026,direct or helper,,,yes,yes,yes,Article|Person|Organization|WebPage|FAQPage|Question|Answer|BreadcrumbList|ListItem|SpeakableSpecification,yes,2026-04-01T00:00:00.000Z,yes,yes,"likely yes, server source",yes,yes,no local image alt detected,low,P3,indexable
/blog/refinance-solar-energy-efficiency-mortgage-2026,https://www.mothebroker.com/blog/refinance-solar-energy-efficiency-mortgage-2026,blog,app/blog/refinance-solar-energy-efficiency-mortgage-2026/page.tsx,server component or static,indexable,indexable,https://www.mothebroker.com/blog/refinance-solar-energy-efficiency-mortgage-2026,direct or helper,,,yes,yes,yes,Article|Person|Organization|WebPage|FAQPage|Question|Answer|BreadcrumbList|ListItem|SpeakableSpecification,yes,2026-03-07T00:00:00.000Z,yes,yes,"likely yes, server source",yes,yes,no local image alt detected,low,P3,indexable
/blog/refinance-trust-owned-property-california-2026,https://www.mothebroker.com/blog/refinance-trust-owned-property-california-2026,blog,app/blog/refinance-trust-owned-property-california-2026/page.tsx,server component or static,indexable,indexable,https://www.mothebroker.com/blog/refinance-trust-owned-property-california-2026,direct or helper,,,yes,yes,yes,Article|Person|Organization|WebPage|FAQPage|Question|Answer|BreadcrumbList|ListItem|SpeakableSpecification,yes,2026-03-12T00:00:00.000Z,yes,yes,"likely yes, server source",yes,yes,no local image alt detected,low,P3,indexable
/blog/refinance-with-student-loan-debt-dti-2026,https://www.mothebroker.com/blog/refinance-with-student-loan-debt-dti-2026,blog,app/blog/refinance-with-student-loan-debt-dti-2026/page.tsx,server component or static,indexable,indexable,https://www.mothebroker.com/blog/refinance-with-student-loan-debt-dti-2026,direct or helper,,,yes,yes,yes,Article|Person|Organization|WebPage|FAQPage|Question|Answer|BreadcrumbList|ListItem|SpeakableSpecification,yes,2026-03-09T00:00:00.000Z,yes,yes,"likely yes, server source",yes,yes,no local image alt detected,low,P3,indexable
/blog/remove-pmi-without-refinancing-2026,https://www.mothebroker.com/blog/remove-pmi-without-refinancing-2026,blog,app/blog/remove-pmi-without-refinancing-2026/page.tsx,server component or static,indexable,indexable,https://www.mothebroker.com/blog/remove-pmi-without-refinancing-2026,direct or helper,,,yes,yes,yes,Article|Person|Organization|WebPage|FAQPage|Question|Answer|BreadcrumbList|ListItem|SpeakableSpecification,yes,2026-03-05T00:00:00.000Z,yes,yes,"likely yes, server source",yes,yes,no local image alt detected,low,P3,indexable
/blog/reverse-mortgage-55-plus-retirement-community-2026,https://www.mothebroker.com/blog/reverse-mortgage-55-plus-retirement-community-2026,blog,app/blog/reverse-mortgage-55-plus-retirement-community-2026/page.tsx,server component or static,noindex or non-indexable,noindex or non-indexable,none or self if served,direct or helper,"noindex, nofollow","noindex, nofollow",yes,yes,yes,Article|Person|Organization|WebPage|FAQPage|Question|Answer|BreadcrumbList|ListItem|SpeakableSpecification,no,,yes,yes,"likely yes, server source",yes,yes,no local image alt detected,low,P3,noindex
/blog/reverse-mortgage-after-bankruptcy-qualification-2026,https://www.mothebroker.com/blog/reverse-mortgage-after-bankruptcy-qualification-2026,blog,app/blog/reverse-mortgage-after-bankruptcy-qualification-2026/page.tsx,server component or static,noindex or non-indexable,noindex or non-indexable,none or self if served,direct or helper,"noindex, nofollow","noindex, nofollow",yes,yes,yes,Article|Person|Organization|WebPage|FAQPage|Question|Answer|BreadcrumbList|ListItem|SpeakableSpecification,no,,yes,yes,"likely yes, server source",yes,yes,no local image alt detected,low,P3,noindex
/blog/reverse-mortgage-age-62-requirements-2026,https://www.mothebroker.com/blog/reverse-mortgage-age-62-requirements-2026,blog,app/blog/reverse-mortgage-age-62-requirements-2026/page.tsx,server component or static,noindex or non-indexable,noindex or non-indexable,none or self if served,direct or helper,"noindex, nofollow","noindex, nofollow",yes,yes,yes,Article|Person|Organization|WebPage|FAQPage|Question|Answer|BreadcrumbList|ListItem,no,,yes,yes,"likely yes, server source",yes,yes,no local image alt detected,low,P3,noindex
/blog/reverse-mortgage-aging-in-place-california-2026,https://www.mothebroker.com/blog/reverse-mortgage-aging-in-place-california-2026,blog,app/blog/reverse-mortgage-aging-in-place-california-2026/page.tsx,server component or static,noindex or non-indexable,noindex or non-indexable,none or self if served,direct or helper,"noindex, nofollow","noindex, nofollow",yes,yes,yes,Article|Person|Organization|WebPage|FAQPage|Question|Answer,no,,yes,yes,"likely yes, server source",yes,yes,no local image alt detected,low,P3,noindex
/blog/reverse-mortgage-alternatives-2026,https://www.mothebroker.com/blog/reverse-mortgage-alternatives-2026,blog,app/blog/reverse-mortgage-alternatives-2026/page.tsx,server component or static,noindex or non-indexable,noindex or non-indexable,none or self if served,direct or helper,"noindex, nofollow","noindex, nofollow",yes,yes,yes,Article|Person|Organization|WebPage|FAQPage|Question|Answer,no,,yes,yes,"likely yes, server source",yes,yes,no local image alt detected,low,P3,noindex
/blog/reverse-mortgage-appraisal-process-2026,https://www.mothebroker.com/blog/reverse-mortgage-appraisal-process-2026,blog,app/blog/reverse-mortgage-appraisal-process-2026/page.tsx,server component or static,noindex or non-indexable,noindex or non-indexable,none or self if served,direct or helper,"noindex, nofollow","noindex, nofollow",yes,yes,yes,Article|Person|Organization|WebPage|FAQPage|Question|Answer|BreadcrumbList|ListItem|SpeakableSpecification,no,,yes,yes,"likely yes, server source",yes,yes,no local image alt detected,low,P3,noindex
/blog/reverse-mortgage-arcadia-ca-2026,https://www.mothebroker.com/blog/reverse-mortgage-arcadia-ca-2026,blog,app/blog/reverse-mortgage-arcadia-ca-2026/page.tsx,server component or static,noindex or non-indexable,noindex or non-indexable,none or self if served,not detected in file,"noindex, nofollow","noindex, nofollow",yes,yes,yes,Article|Person|Organization|WebPage|FAQPage|Question|Answer|LocalBusiness|City|State|OfferCatalog|Offer|Service,no,,not detected,yes,"likely yes, server source",yes,yes,no local image alt detected,low,P3,noindex
/blog/reverse-mortgage-calabasas-2026,https://www.mothebroker.com/blog/reverse-mortgage-calabasas-2026,blog,app/blog/reverse-mortgage-calabasas-2026/page.tsx,server component or static,noindex or non-indexable,noindex or non-indexable,none or self if served,direct or helper,"noindex, nofollow","noindex, nofollow",yes,yes,yes,Article|Person|Organization|FAQPage|Question|Answer,no,,yes,not detected,"likely yes, server source",yes,yes,no local image alt detected,low,P3,noindex
/blog/reverse-mortgage-calculator-2026,https://www.mothebroker.com/blog/reverse-mortgage-calculator-2026,blog,app/blog/reverse-mortgage-calculator-2026/page.tsx,server component or static,noindex or non-indexable,noindex or non-indexable,none or self if served,direct or helper,yes,"noindex, nofollow",yes,yes,yes,Article|Person|Organization|FAQPage|Question|Answer,no,,yes,yes,"likely yes, server source",yes,yes,no local image alt detected,low,P3,noindex
/blog/reverse-mortgage-california-guide-2026,https://www.mothebroker.com/blog/reverse-mortgage-california-guide-2026,blog,app/blog/reverse-mortgage-california-guide-2026/page.tsx,server component or static,indexable,indexable,https://www.mothebroker.com/blog/reverse-mortgage-california-guide-2026,direct or helper,,,yes,yes,yes,Article|FinancialProduct|GovernmentOrganization|Person|Organization|ImageObject|WebPage|SpeakableSpecification|FAQPage|Question|Answer|LocalBusiness|State|BreadcrumbList|ListItem,yes,2026-02-06T00:00:00.000Z,yes,yes,"likely yes, server source",yes,yes,no local image alt detected,low,P3,indexable
/blog/reverse-mortgage-carlsbad-2026,https://www.mothebroker.com/blog/reverse-mortgage-carlsbad-2026,blog,app/blog/reverse-mortgage-carlsbad-2026/page.tsx,server component or static,noindex or non-indexable,noindex or non-indexable,none or self if served,direct or helper,"noindex, nofollow","noindex, nofollow",yes,yes,yes,Article|Person|Organization|FAQPage|Question|Answer,no,,yes,not detected,"likely yes, server source",yes,yes,no local image alt detected,low,P3,noindex
/blog/reverse-mortgage-central-coast-communities-2026,https://www.mothebroker.com/blog/reverse-mortgage-central-coast-communities-2026,blog,app/blog/reverse-mortgage-central-coast-communities-2026/page.tsx,server component or static,noindex or non-indexable,noindex or non-indexable,none or self if served,direct or helper,"noindex, nofollow","noindex, nofollow",yes,yes,yes,Article|Person|Organization|WebPage|FAQPage|Question|Answer|LocalBusiness|City|BreadcrumbList|ListItem|FinancialProduct|Place|SpeakableSpecification,no,,yes,yes,"likely yes, server source",yes,yes,no local image alt detected,low,P3,noindex
/blog/reverse-mortgage-central-coast-guide-2026,https://www.mothebroker.com/blog/reverse-mortgage-central-coast-guide-2026,blog,app/blog/reverse-mortgage-central-coast-guide-2026/page.tsx,server component or static,noindex or non-indexable,noindex or non-indexable,none or self if served,direct or helper,"noindex, nofollow","noindex, nofollow",yes,yes,yes,Article|Person|Organization|FAQPage|Question|Answer|LocalBusiness|State|BreadcrumbList|ListItem,no,,yes,yes,"likely yes, server source",yes,yes,no local image alt detected,low,P3,noindex
/blog/reverse-mortgage-closing-costs-fees-2026,https://www.mothebroker.com/blog/reverse-mortgage-closing-costs-fees-2026,blog,app/blog/reverse-mortgage-closing-costs-fees-2026/page.tsx,server component or static,noindex or non-indexable,noindex or non-indexable,none or self if served,direct or helper,"noindex, nofollow","noindex, nofollow",yes,yes,yes,Article|Person|Organization|WebPage|FAQPage|Question|Answer|BreadcrumbList|ListItem|SpeakableSpecification,no,,yes,yes,"likely yes, server source",yes,yes,no local image alt detected,low,P3,noindex
/blog/reverse-mortgage-closing-process-timeline-2026,https://www.mothebroker.com/blog/reverse-mortgage-closing-process-timeline-2026,blog,app/blog/reverse-mortgage-closing-process-timeline-2026/page.tsx,server component or static,noindex or non-indexable,noindex or non-indexable,none or self if served,direct or helper,"noindex, nofollow","noindex, nofollow",yes,yes,yes,Article|Person|Organization|WebPage|FAQPage|Question|Answer|BreadcrumbList|ListItem|SpeakableSpecification,no,,yes,yes,"likely yes, server source",yes,yes,no local image alt detected,low,P3,noindex
/blog/reverse-mortgage-complete-guide-2026,https://www.mothebroker.com/blog/reverse-mortgage-complete-guide-2026,blog,app/blog/reverse-mortgage-complete-guide-2026/page.tsx,server component or static,indexable,indexable,https://www.mothebroker.com/blog/reverse-mortgage-complete-guide-2026,direct or helper,yes,,yes,yes,yes,Article|Person|Organization|FAQPage|Question|Answer,no,,yes,not detected,"likely yes, server source",yes,yes,no local image alt detected,low,P3,indexable
/blog/reverse-mortgage-condo-requirements-2026,https://www.mothebroker.com/blog/reverse-mortgage-condo-requirements-2026,blog,app/blog/reverse-mortgage-condo-requirements-2026/page.tsx,server component or static,noindex or non-indexable,noindex or non-indexable,none or self if served,direct or helper,"noindex, nofollow","noindex, nofollow",yes,yes,yes,Article|Person|Organization|WebPage|FAQPage|Question|Answer|BreadcrumbList|ListItem|SpeakableSpecification,no,,yes,yes,"likely yes, server source",yes,yes,no local image alt detected,low,P3,noindex
/blog/reverse-mortgage-coronado-2026,https://www.mothebroker.com/blog/reverse-mortgage-coronado-2026,blog,app/blog/reverse-mortgage-coronado-2026/page.tsx,server component or static,noindex or non-indexable,noindex or non-indexable,none or self if served,direct or helper,"noindex, nofollow","noindex, nofollow",yes,yes,yes,Article|Person|Organization|FAQPage|Question|Answer,no,,yes,not detected,"likely yes, server source",yes,yes,no local image alt detected,low,P3,noindex
/blog/reverse-mortgage-couples-age-gap-younger-spouse-2026,https://www.mothebroker.com/blog/reverse-mortgage-couples-age-gap-younger-spouse-2026,blog,app/blog/reverse-mortgage-couples-age-gap-younger-spouse-2026/page.tsx,server component or static,noindex or non-indexable,noindex or non-indexable,none or self if served,direct or helper,"noindex, nofollow","noindex, nofollow",yes,yes,yes,Article|Person|Organization|WebPage|FAQPage|Question|Answer|BreadcrumbList|ListItem|SpeakableSpecification,no,,yes,yes,"likely yes, server source",yes,yes,no local image alt detected,low,P3,noindex
/blog/reverse-mortgage-default-prevention-obligations-2026,https://www.mothebroker.com/blog/reverse-mortgage-default-prevention-obligations-2026,blog,app/blog/reverse-mortgage-default-prevention-obligations-2026/page.tsx,server component or static,noindex or non-indexable,noindex or non-indexable,none or self if served,direct or helper,"noindex, nofollow","noindex, nofollow",yes,yes,yes,Article|Person|Organization|WebPage|FAQPage|Question|Answer|BreadcrumbList|ListItem|SpeakableSpecification,no,,yes,yes,"likely yes, server source",yes,yes,no local image alt detected,low,P3,noindex
/blog/reverse-mortgage-del-mar-2026,https://www.mothebroker.com/blog/reverse-mortgage-del-mar-2026,blog,app/blog/reverse-mortgage-del-mar-2026/page.tsx,server component or static,noindex or non-indexable,noindex or non-indexable,none or self if served,direct or helper,"noindex, nofollow","noindex, nofollow",yes,yes,yes,Article|Person|Organization|FAQPage|Question|Answer,no,,yes,not detected,"likely yes, server source",yes,yes,no local image alt detected,low,P3,noindex
/blog/reverse-mortgage-delay-social-security-strategy-2026,https://www.mothebroker.com/blog/reverse-mortgage-delay-social-security-strategy-2026,blog,app/blog/reverse-mortgage-delay-social-security-strategy-2026/page.tsx,server component or static,noindex or non-indexable,noindex or non-indexable,none or self if served,direct or helper,"noindex, nofollow","noindex, nofollow",yes,yes,yes,Article|Person|Organization|WebPage|FAQPage|Question|Answer|BreadcrumbList|ListItem|SpeakableSpecification,no,,yes,yes,"likely yes, server source",yes,yes,no local image alt detected,low,P3,noindex
/blog/reverse-mortgage-divorce-property-settlement-2026,https://www.mothebroker.com/blog/reverse-mortgage-divorce-property-settlement-2026,blog,app/blog/reverse-mortgage-divorce-property-settlement-2026/page.tsx,server component or static,noindex or non-indexable,noindex or non-indexable,none or self if served,direct or helper,"noindex, nofollow","noindex, nofollow",yes,yes,yes,Article|Person|Organization|WebPage|FAQPage|Question|Answer|BreadcrumbList|ListItem|SpeakableSpecification,no,,yes,yes,"likely yes, server source",yes,yes,no local image alt detected,low,P3,noindex
/blog/reverse-mortgage-east-bay-sf-guide-2026,https://www.mothebroker.com/blog/reverse-mortgage-east-bay-sf-guide-2026,blog,app/blog/reverse-mortgage-east-bay-sf-guide-2026/page.tsx,server component or static,noindex or non-indexable,noindex or non-indexable,none or self if served,direct or helper,"noindex, nofollow","noindex, nofollow",yes,yes,yes,Article|Person|Organization|FAQPage|Question|Answer|LocalBusiness|City|BreadcrumbList|ListItem,no,,yes,yes,"likely yes, server source",yes,yes,no local image alt detected,low,P3,noindex
/blog/reverse-mortgage-eligible-property-types-2026,https://www.mothebroker.com/blog/reverse-mortgage-eligible-property-types-2026,blog,app/blog/reverse-mortgage-eligible-property-types-2026/page.tsx,server component or static,noindex or non-indexable,noindex or non-indexable,none or self if served,direct or helper,"noindex, nofollow","noindex, nofollow",yes,yes,yes,Article|Person|Organization|FAQPage|Question|Answer|BreadcrumbList|ListItem|WebPage|SpeakableSpecification,no,,yes,yes,"likely yes, server source",yes,yes,no local image alt detected,low,P3,noindex
/blog/reverse-mortgage-existing-mortgage-payoff-2026,https://www.mothebroker.com/blog/reverse-mortgage-existing-mortgage-payoff-2026,blog,app/blog/reverse-mortgage-existing-mortgage-payoff-2026/page.tsx,server component or static,noindex or non-indexable,noindex or non-indexable,none or self if served,direct or helper,"noindex, nofollow","noindex, nofollow",yes,yes,yes,Article|Person|Organization|FAQPage|Question|Answer|BreadcrumbList|ListItem|WebPage|SpeakableSpecification,no,,yes,yes,"likely yes, server source",yes,yes,no local image alt detected,low,P3,noindex
/blog/reverse-mortgage-fha-insurance-protection-2026,https://www.mothebroker.com/blog/reverse-mortgage-fha-insurance-protection-2026,blog,app/blog/reverse-mortgage-fha-insurance-protection-2026/page.tsx,server component or static,noindex or non-indexable,noindex or non-indexable,none or self if served,direct or helper,"noindex, nofollow","noindex, nofollow",yes,yes,yes,Article|Person|Organization|FAQPage|Question|Answer|BreadcrumbList|ListItem|WebPage|SpeakableSpecification,no,,yes,yes,"likely yes, server source",yes,yes,no local image alt detected,low,P3,noindex
/blog/reverse-mortgage-financial-assessment-2026,https://www.mothebroker.com/blog/reverse-mortgage-financial-assessment-2026,blog,app/blog/reverse-mortgage-financial-assessment-2026/page.tsx,server component or static,noindex or non-indexable,noindex or non-indexable,none or self if served,direct or helper,"noindex, nofollow","noindex, nofollow",yes,yes,yes,Article|Person|Organization|FAQPage|Question|Answer|BreadcrumbList|ListItem|WebPage|SpeakableSpecification,no,,yes,yes,"likely yes, server source",yes,yes,no local image alt detected,low,P3,noindex
/blog/reverse-mortgage-fixed-vs-adjustable-rate-hecm-2026,https://www.mothebroker.com/blog/reverse-mortgage-fixed-vs-adjustable-rate-hecm-2026,blog,app/blog/reverse-mortgage-fixed-vs-adjustable-rate-hecm-2026/page.tsx,server component or static,noindex or non-indexable,noindex or non-indexable,none or self if served,direct or helper,"noindex, nofollow","noindex, nofollow",yes,yes,yes,Article|Person|Organization|FAQPage|Question|Answer|BreadcrumbList|ListItem|WebPage|SpeakableSpecification,no,,yes,yes,"likely yes, server source",yes,yes,no local image alt detected,low,P3,noindex
/blog/reverse-mortgage-home-equity-sharing-vs-hecm-2026,https://www.mothebroker.com/blog/reverse-mortgage-home-equity-sharing-vs-hecm-2026,blog,app/blog/reverse-mortgage-home-equity-sharing-vs-hecm-2026/page.tsx,server component or static,noindex or non-indexable,noindex or non-indexable,none or self if served,direct or helper,"noindex, nofollow","noindex, nofollow",yes,yes,yes,Article|Person|Organization|WebPage|FAQPage|Question|Answer|BreadcrumbList|ListItem|SpeakableSpecification,no,,yes,yes,"likely yes, server source",yes,yes,no local image alt detected,low,P3,noindex
/blog/reverse-mortgage-home-renovation-hecm-proceeds-2026,https://www.mothebroker.com/blog/reverse-mortgage-home-renovation-hecm-proceeds-2026,blog,app/blog/reverse-mortgage-home-renovation-hecm-proceeds-2026/page.tsx,server component or static,noindex or non-indexable,noindex or non-indexable,none or self if served,direct or helper,"noindex, nofollow","noindex, nofollow",yes,yes,yes,Article|Person|Organization|FAQPage|Question|Answer|BreadcrumbList|ListItem|WebPage|SpeakableSpecification,no,,yes,yes,"likely yes, server source",yes,yes,no local image alt detected,low,P3,noindex
/blog/reverse-mortgage-home-repair-maintenance-obligations-2026,https://www.mothebroker.com/blog/reverse-mortgage-home-repair-maintenance-obligations-2026,blog,app/blog/reverse-mortgage-home-repair-maintenance-obligations-2026/page.tsx,server component or static,noindex or non-indexable,noindex or non-indexable,none or self if served,direct or helper,"noindex, nofollow","noindex, nofollow",yes,yes,yes,Article|Person|Organization|WebPage|FAQPage|Question|Answer|BreadcrumbList|ListItem|SpeakableSpecification,no,,yes,yes,"likely yes, server source",yes,yes,no local image alt detected,low,P3,noindex
/blog/reverse-mortgage-home-repairs-aging-modifications-2026,https://www.mothebroker.com/blog/reverse-mortgage-home-repairs-aging-modifications-2026,blog,app/blog/reverse-mortgage-home-repairs-aging-modifications-2026/page.tsx,server component or static,noindex or non-indexable,noindex or non-indexable,none or self if served,direct or helper,"noindex, nofollow","noindex, nofollow",yes,yes,yes,Article|Person|Organization|WebPage|FAQPage|Question|Answer|BreadcrumbList|ListItem,no,,yes,yes,"likely yes, server source",yes,yes,no local image alt detected,low,P3,noindex
/blog/reverse-mortgage-inheritance-heirs-2026,https://www.mothebroker.com/blog/reverse-mortgage-inheritance-heirs-2026,blog,app/blog/reverse-mortgage-inheritance-heirs-2026/page.tsx,server component or static,indexable,indexable,https://www.mothebroker.com/blog/reverse-mortgage-inheritance-heirs-2026,direct or helper,yes,,yes,yes,yes,Article|Person|FAQPage|Question|Answer,no,,yes,not detected,"likely yes, server source",yes,yes,no local image alt detected,low,P3,indexable
